experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1a,known first,741270e2f8ebb43e10bd258761c78010,9,known,tree,213203,J,A,3,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,10,known,cup,219850,M,J,1,switch,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,11,unknown,shaker toy,232664,9,10,1,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,12,unknown,black and white sorta ball,253107,8,2,1,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,13,unknown,circle with 4 antennae,271297,4,11,1,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,14,unknown,blimp,279513,16,6,1,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,15,unknown,blocks,288033,15,1,1,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,16,unknown,blocks,296145,15,7,2,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,17,unknown,blocks,302594,15,5,3,standard,FALSE
1a,known first,741270e2f8ebb43e10bd258761c78010,18,unknown,top toy,317346,12,15,1,switch,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,3,known,ornaments,244738,F,4,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,4,unknown,cleaner,252658,10,D,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,5,unknown,art,259763,1,C,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,6,known,flower,266083,L,11,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,7,known,car,298340,I,15,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,8,known,car,310181,I,16,2,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,9,known,car,317212,I,3,3,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,10,unknown,art,323012,5,I,1,switch,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,11,unknown,art,332037,6,H,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,12,known,crab,341165,N,9,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,13,unknown,art,344885,8,M,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,14,known,animal,350373,B,2,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,15,unknown,toy,362726,12,A,1,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,16,unknown,toy,367758,12,J,2,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,17,unknown,toy,373479,12,E,3,standard,FALSE
1b,known first,7521c758b09b1bc0a787566e51401f3a,18,known,insects,386038,K,12,1,switch,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,3,unknown,wings,132984,3,15,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,4,unknown,space shuttle,140520,16,1,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,5,unknown,tape measure,152368,6,10,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,6,unknown,barbell,158776,5,11,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,7,unknown,sphere,168340,8,12,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,8,unknown,sphere,176424,8,4,2,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,9,unknown,black and white,187593,8,2,3,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,10,unknown,elongated,197327,7,8,1,switch,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,11,known,apple,203715,A,L,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,12,known,shoe,208327,C,G,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,13,known,butterfly,214199,K,E,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,14,known,car,218773,I,J,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,15,known,cat,223741,B,F,1,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,16,known,cat,227235,B,D,2,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,17,known,cat,230351,B,M,3,standard,FALSE
1a,unknown first,791483d3fdd7cccc93c24171a12318e0,18,known,dice,237333,H,B,1,switch,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,3,unknown,hole,110517,6,1,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,4,unknown,bigger,117503,2,16,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,5,unknown,black and white,125475,8,5,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,6,unknown,flimsy,137180,7,9,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,7,unknown,looks like paper,144211,3,11,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,8,unknown,paper again,152156,3,12,2,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,9,unknown,paper and not tall,165117,3,4,3,standard,TRUE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,10,unknown,legos,171414,15,3,1,switch,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,11,known,butterfly,178306,K,D,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,12,known,cup,184644,M,B,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,13,known,dice,191612,H,F,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,14,known,apple,196308,A,N,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,15,known,shoe,200747,C,L,1,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,16,known,shoe,206029,C,E,2,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,17,known,shoe,210564,C,J,3,standard,FALSE
1a,unknown first,79e04c910b9a9517130e380c2aa41300,18,known,car,214613,I,C,1,switch,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,3,known,Flower,110613,L,15,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,4,unknown,Weight,119517,5,D,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,5,unknown,Spike,126387,1,H,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,6,known,Chair,131404,E,12,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,7,known,Cup,138646,M,9,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,8,known,Cup,144631,M,8,2,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,9,known,Cup,151158,M,16,3,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,10,unknown,Soft,160597,4,M,1,switch,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,11,unknown,Air compressor,170490,10,J,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,12,known,Crab,176632,N,3,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,13,unknown,Round,186218,6,G,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,14,known,Shoe,191600,C,2,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,15,unknown,Dog toy,212110,11,F,1,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,16,unknown,Dog toy,219386,11,A,2,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,17,unknown,Dog toy,224924,11,K,3,standard,FALSE
1b,known first,7a89c90ffaa6bc14af235c7cb747fb10,18,known,Car,229241,I,11,1,switch,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,3,known,butterfly,84460,K,16,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,4,unknown,knobby,90824,5,D,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,5,unknown,blocks,95039,15,N,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,6,known,dice,101311,H,7,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,7,known,sunflower,107516,L,3,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,8,known,sunflower,112013,L,8,2,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,9,known,sunflower,116652,L,12,3,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,10,unknown,bottle,125863,2,L,1,switch,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,11,unknown,art,143274,11,B,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,12,known,fork,146477,G,9,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,13,unknown,balls,151905,1,I,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,14,known,shoe,155959,C,6,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,15,unknown,bulb,161039,10,E,1,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,16,unknown,bulb,164635,10,A,2,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,17,unknown,bulb,167648,10,J,3,standard,FALSE
1b,known first,7b29db4779de46a2aac9a36ab491c1a4,18,known,ring,172049,F,10,1,switch,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,3,unknown,blocks,101884,15,N,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,4,known,butterfly,109228,K,3,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,5,unknown,not black,118324,9,C,1,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,6,known,pen,125324,D,6,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,7,unknown,not cup,132980,7,M,1,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,8,unknown,not chair,139941,7,E,2,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,9,unknown,not ring,148452,7,F,3,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,10,known,cat,154766,B,7,1,switch,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,11,known,tree,160973,J,4,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,12,unknown,not dice,167781,10,H,1,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,13,unknown,not flower,175380,2,L,1,standard,TRUE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,14,known,car,180396,I,11,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,15,known,fork,212660,G,8,1,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,16,known,fork,223092,G,1,2,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,17,known,fork,228564,G,12,3,standard,FALSE
1b,unknown first,7bcd21f0761b86e7159c6194e3bd7091,18,unknown,not fork,234044,5,G,1,switch,TRUE
1a,known first,7c74572944e03fb5959528ad13997af1,3,known,ring,78060,F,H,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,4,known,apple,83076,A,E,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,5,known,shoe,89243,C,M,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,6,known,pen,95262,D,I,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,7,known,tree,100056,J,B,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,8,known,tree,105108,J,L,2,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,9,known,tree,109153,J,K,3,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,10,known,fork,113923,G,J,1,switch,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,11,unknown,vase,124449,2,10,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,12,unknown,spikeybone,147439,1,9,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,13,unknown,puzzle,158263,15,4,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,14,unknown,crumpled ball,171856,8,7,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,15,unknown,ufo,177932,12,16,1,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,16,unknown,ufo,182439,12,3,2,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,17,unknown,ufo,188861,12,6,3,standard,FALSE
1a,known first,7c74572944e03fb5959528ad13997af1,18,unknown,bulb ball,199096,11,12,1,switch,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,3,known,chair,94608,E,B,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,4,known,pen,100220,D,F,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,5,known,crab,106949,N,C,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,6,known,flower,112663,L,A,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,7,known,tree,119629,J,G,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,8,known,tree,126995,J,H,2,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,9,known,tree,131930,J,I,3,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,10,known,butterfly,139477,K,J,1,switch,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,11,unknown,toilet bowl float,155533,10,4,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,12,unknown,whipped cream,175748,3,2,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,13,unknown,plastic retainer,201543,6,11,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,14,unknown,baby toy,219772,9,8,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,15,unknown,bendy flappy thing,245508,7,15,1,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,16,unknown,bendy flappy thing,254520,7,12,2,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,17,unknown,bendy flappy thing,259469,7,5,3,standard,FALSE
1a,known first,7d1f771d4fedcc886c5b6f5d4654d06e,18,unknown,double spherical thing that looks like a virus model,291270,1,7,1,switch,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,3,known,Chair,150643,E,I,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,4,known,Fork,160992,G,L,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,5,known,Crab,169563,N,D,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,6,known,ring,175368,F,B,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,7,known,Dice,181531,H,M,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,8,known,Dice,187634,H,C,2,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,9,known,Dice,195462,H,J,3,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,10,known,Butterfly,203125,K,H,1,switch,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,11,unknown,Wood sculpture,222823,5,2,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,12,unknown,A lack work of art,242437,11,3,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,13,unknown,air ball,278784,10,7,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,14,unknown,food,298676,4,12,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,15,unknown,Broken ceramic,320212,8,16,1,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,16,unknown,Broken Ceramics,337467,8,15,2,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,17,unknown,Ceramics,354290,8,6,3,standard,FALSE
1a,known first,8287fd1b447f0a0a3f3b11c387ae8793,18,unknown,minesweeper,377307,1,8,1,switch,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,3,unknown,flower,130141,8,F,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,4,known,apple,137567,A,12,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,5,unknown,plunger,144063,10,E,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,6,known,flower,148855,L,7,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,7,unknown,blimp,154472,16,J,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,8,unknown,blimp,160207,16,N,2,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,9,unknown,blimp,164679,16,B,3,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,10,known,fork,170848,G,16,1,switch,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,11,known,butterfly,177040,K,3,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,12,unknown,weird shape,186752,5,H,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,13,unknown,dog toy,195873,2,C,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,14,known,pen,203953,D,11,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,15,known,car,208233,I,4,1,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,16,known,car,213761,I,9,2,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,17,known,car,217105,I,1,3,standard,FALSE
1b,unknown first,84ecf7d345d71c8c9c1a41af24d37896,18,unknown,shapes,223000,15,I,1,switch,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,3,unknown,art,147268,11,3,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,4,unknown,metal,159441,6,12,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,5,unknown,artifact,175358,5,7,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,6,unknown,helmet,200962,8,1,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,7,unknown,block,220261,9,10,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,8,unknown,block,228286,9,2,2,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,9,unknown,block,236792,9,15,3,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,10,unknown,Swing,250299,4,9,1,switch,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,11,known,fork,259406,G,F,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,12,known,Crab,269594,N,J,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,13,known,cat,275890,B,M,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,14,known,Sunflower,287540,L,D,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,15,known,butterfly,296038,K,I,1,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,16,known,butterfly,306151,K,E,2,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,17,known,butterfly,314382,K,A,3,standard,FALSE
1a,unknown first,850fb4c14c487a9abceea96332e02f9e,18,known,shoe,321161,C,K,1,switch,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,3,unknown,block,117702,15,12,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,4,unknown,dark only one,136140,11,1,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,5,unknown,blimp,143860,16,7,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,6,unknown,black at the end sqeezer,159989,10,9,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,7,unknown,5 different points,174733,5,2,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,8,unknown,5 different points,190205,5,8,2,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,9,unknown,5 different things,199925,5,4,3,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,10,unknown,white,204126,3,5,1,switch,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,11,known,cup,208165,M,C,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,12,known,apple,213270,A,J,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,13,known,car,216910,I,L,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,14,known,butterfly,222013,K,H,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,15,known,fork,224638,G,B,1,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,16,known,fork,229598,G,E,2,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,17,known,fork,232919,G,N,3,standard,FALSE
1a,unknown first,86c599476b41db98a54c6e685de278a1,18,known,pen,235687,D,G,1,switch,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,3,known,fork,115165,G,15,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,4,unknown,weight,122965,5,E,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,5,unknown,plunger,133580,10,H,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,6,known,butterfly,140388,K,2,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,7,known,car,144812,I,4,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,8,known,car,150076,I,12,2,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,9,known,car,152980,I,3,3,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,10,unknown,art,156996,8,I,1,switch,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,11,unknown,art,160516,11,M,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,12,known,tree,164356,J,9,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,13,unknown,blimp,171412,16,C,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,14,known,ring,177060,F,7,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,15,unknown,air filter,189084,6,L,1,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,16,unknown,air filter,197172,6,D,2,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,17,unknown,air filter,204293,6,B,3,standard,FALSE
1b,known first,8761b11330b2beeca6491bd435ea898a,18,known,apple,209253,A,6,1,switch,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,3,unknown,blimp,108027,16,8,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,4,unknown,flat object,126795,7,2,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,5,unknown,donut with 4 sticks,144138,4,12,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,6,unknown,bumpy,151858,1,10,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,7,unknown,bone shaped,161722,5,15,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,8,unknown,bone shape,169810,5,9,2,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,9,unknown,bone shape,179922,5,3,3,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,10,unknown,non bone shaped,190818,6,5,1,switch,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,11,known,pen,202778,D,I,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,12,known,bug,208450,N,E,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,13,known,flower,214729,L,H,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,14,known,cat,219609,B,A,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,15,known,shoe,225849,C,F,1,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,16,known,shoe,232578,C,G,2,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,17,known,shoe,239033,C,K,3,standard,FALSE
1a,unknown first,895d397d8a7f28112dec476bc09ccf0d,18,known,tree,244001,J,C,1,switch,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,3,known,pen,248716,D,N,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,4,known,fruit,254188,A,G,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,5,known,cup,264960,M,B,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,6,known,tree,270952,J,L,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,7,known,dice,288712,H,K,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,8,known,dice,294039,H,E,2,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,9,known,dice,301402,H,I,3,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,10,known,shoe,307763,C,H,1,switch,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,11,unknown,plastic bottle,320051,2,11,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,12,unknown,massage,344376,1,8,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,13,unknown,machine,361211,6,10,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,14,unknown,hat,379291,3,15,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,15,unknown,Plunger,414983,9,12,1,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,16,unknown,ToiletPlunger,443844,9,4,2,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,17,unknown,ToiletPlunger,448211,9,5,3,standard,FALSE
1a,known first,8a2c06d3d6b90267e79eab9806d72391,18,unknown,object looks like a flip flop,477486,7,9,1,switch,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,3,known,cat,83555,B,2,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,4,unknown,not pen,91837,1,D,1,standard,TRUE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,5,unknown,blimp,97422,16,F,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,6,known,chair,101648,E,12,1,standard,FALSE
