experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,7,known,crab,106528,N,10,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,8,known,crab,112131,N,7,2,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,9,known,crab,117540,N,11,3,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,10,unknown,pipe toy,127769,9,N,1,switch,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,11,unknown,donut massacre,136689,4,L,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,12,known,cup,142644,M,6,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,13,unknown,folded sculpture,153336,8,A,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,14,known,butterfly,157710,K,5,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,15,unknown,sculpture,165426,3,H,1,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,16,unknown,sculpture,170884,3,G,2,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,17,unknown,sculpture,176834,3,I,3,standard,FALSE
1b,known first,8b9f4e29a8b2dcb8978c184a782228a7,18,known,tree,180534,J,3,1,switch,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,3,known,Used for drinks,99181,M,15,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,4,unknown,Odd shaped,111251,9,K,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,5,unknown,Spiked ball,120888,11,D,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,6,known,Tree,125480,J,10,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,7,known,Flower,129093,L,7,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,8,known,Flower,132785,L,5,2,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,9,known,Flower,137053,L,6,3,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,10,unknown,Blimp shaped,153566,16,L,1,switch,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,11,unknown,Spiked,160288,1,E,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,12,known,Crab,164750,N,4,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,13,unknown,Container,175030,2,I,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,14,known,Ring,178728,F,12,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,15,unknown,Twisted plastic,190309,8,A,1,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,16,unknown,Twisted plastic,200869,8,H,2,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,17,unknown,Twisted plastic,207822,8,C,3,standard,FALSE
1b,known first,8ec91ccc9b5cb249a9bc046ddc090226,18,known,Cat,211665,B,8,1,switch,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,3,known,dice,218435,H,1,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,4,unknown,vase,230384,2,L,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,5,unknown,ufo,253944,12,B,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,6,known,crab,261153,N,6,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,7,known,chair,266961,E,11,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,8,known,chair,274661,E,4,2,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,9,known,chair,281644,E,15,3,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,10,unknown,art,292704,8,E,1,switch,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,11,unknown,not a butterfly,308149,7,K,1,standard,TRUE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,12,known,car,312319,I,10,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,13,unknown,not an apple,322604,9,A,1,standard,TRUE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,14,known,pen,326991,D,16,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,15,unknown,weight,334829,5,J,1,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,16,unknown,weight,340885,5,G,2,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,17,unknown,weight,346966,5,C,3,standard,FALSE
1b,known first,8f0e85b9b4ef8c4dec5450b7d36e8d27,18,known,cup,352619,M,5,1,switch,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,3,known,chair,115735,E,12,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,4,unknown,monochrome,145317,8,H,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,5,unknown,metal,161519,15,I,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,6,known,apple,167024,A,5,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,7,known,cat,173149,B,10,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,8,known,cat,179375,B,6,2,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,9,known,cat,185773,B,1,3,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,10,unknown,dumbbell,205664,9,B,1,switch,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,11,unknown,surfing,226824,7,J,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,12,known,shoe,231177,C,11,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,13,unknown,blimb,254348,16,M,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,14,known,butterfly,265671,K,3,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,15,unknown,circle,283764,2,F,1,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,16,unknown,circle,289856,2,N,2,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,17,unknown,circle,295983,2,L,3,standard,FALSE
1b,known first,8fe310831de6336bfaf0c7f51196ffdf,18,known,pen,300723,D,2,1,switch,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,3,unknown,Bubbly Vase,113182,2,E,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,4,known,Butterfly,117102,K,16,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,5,unknown,Clip holder thing,123318,6,G,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,6,known,Shoe,128007,C,5,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,7,unknown,Wing sculpture,133455,3,A,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,8,unknown,Wing sculpture,139359,3,D,2,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,9,unknown,Wing sculpture,144223,3,M,3,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,10,known,Tree,147950,J,3,1,switch,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,11,known,Flower,152351,L,12,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,12,unknown,Squeeze thingy,162295,10,N,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,13,unknown,Spiky balls,169567,1,H,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,14,known,Ring,173615,F,8,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,15,known,cat,178278,B,4,1,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,16,known,cat,181639,B,9,2,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,17,known,cat,185023,B,15,3,standard,FALSE
1b,unknown first,9216a3944b90b1d40cd1abe4be7e8756,18,unknown,spiky square,192902,11,B,1,switch,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,3,known,fork,68107,G,11,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,4,unknown,dog toy,79645,1,N,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,5,unknown,not ring,87046,9,F,1,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,6,known,apple,90534,A,4,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,7,known,car,94227,I,12,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,8,known,car,96720,I,16,2,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,9,known,car,99569,I,6,3,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,10,unknown,not car,103422,7,I,1,switch,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,11,unknown,not tree,108527,10,J,1,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,12,known,dice,113043,H,3,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,13,unknown,not mug,118557,15,M,1,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,14,known,flower,122249,L,5,1,standard,FALSE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,15,unknown,not shoe,126223,2,C,1,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,16,unknown,not chair,130757,2,E,2,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,17,unknown,not cat,134369,2,B,3,standard,TRUE
1b,known first,9293ae1f016572d819c03d83f8d96bb7,18,known,pen,136781,D,2,1,switch,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,3,known,apple,138803,A,D,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,4,known,tree,144787,J,N,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,5,known,cup,148547,M,E,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,6,known,dice,154123,H,C,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,7,known,sunflower,162787,L,G,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,8,known,sunflower,169139,L,K,2,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,9,known,sunflower,175555,L,B,3,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,10,known,car,179011,I,L,1,switch,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,11,unknown,cube like toy,206122,11,6,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,12,unknown,propeller,217170,16,10,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,13,unknown,puzzle blocks,229786,15,4,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,14,unknown,white colored object,254475,3,8,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,15,unknown,object with two long nobs sticking out,287443,9,12,1,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,16,unknown,object with two long nobs,298547,9,7,2,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,17,unknown,object with two long nobs,307923,9,5,3,standard,FALSE
1a,known first,9306b3203aefdba4b029ced5d6f6203f,18,unknown,container,314651,2,9,1,switch,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,3,known,fruit,285237,A,16,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,4,unknown,vase,306813,2,B,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,5,unknown,target,320205,6,C,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,6,known,utensil,334077,G,15,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,7,known,jewelry,343765,F,12,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,8,known,jewelry,354085,F,3,2,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,9,known,heirloom,364229,F,4,3,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,10,unknown,spikes,374277,1,F,1,switch,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,11,unknown,dumbell,395404,5,E,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,12,known,vehicle,404525,I,7,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,13,unknown,art,414965,11,M,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,14,known,gamble,425941,H,9,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,15,unknown,strange,452085,8,J,1,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,16,unknown,artsy,463165,8,N,2,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,17,unknown,broken,477597,8,D,3,standard,FALSE
1b,known first,930ffb68377ecd65684c50acf7fdc72d,18,known,petals,486350,L,8,1,switch,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,3,known,cup,141560,M,5,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,4,unknown,art,155672,8,B,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,5,unknown,not car,176396,6,I,1,standard,TRUE
1b,known first,9321406a8e495d135d3382136ff9f164,6,known,insect,183356,K,1,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,7,known,tree,186492,J,9,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,8,known,tree,190404,J,2,2,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,9,known,tree,194204,J,4,3,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,10,unknown,art,204672,7,J,1,switch,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,11,unknown,blocks,215516,15,H,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,12,known,ring,220280,F,10,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,13,unknown,toy,240512,11,C,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,14,known,pen,245696,D,16,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,15,unknown,hat,250880,3,E,1,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,16,unknown,hat,256044,3,L,2,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,17,unknown,hat,260516,3,A,3,standard,FALSE
1b,known first,9321406a8e495d135d3382136ff9f164,18,known,crab,265556,N,3,1,switch,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,3,unknown,submarine,128850,16,8,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,4,unknown,toy,143867,9,1,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,5,unknown,doughnut,163984,4,2,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,6,unknown,top,174454,12,6,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,7,unknown,white,192356,3,5,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,8,unknown,white hat,205411,3,11,2,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,9,unknown,hat,214583,3,7,3,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,10,unknown,blocks,222000,15,3,1,switch,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,11,known,mug,227630,M,K,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,12,known,cat,234564,B,J,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,13,known,die,241367,H,A,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,14,known,pen,246375,D,G,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,15,known,crab,252244,N,E,1,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,16,known,crab,259504,N,C,2,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,17,known,crab,264796,N,L,3,standard,FALSE
1a,unknown first,9463bafe45bfefce85d0aa7c421d0895,18,known,ring,269678,F,N,1,switch,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,3,unknown,gun barrel,104193,6,C,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,4,known,fiddler crab,120538,N,12,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,5,unknown,monochrome,139923,8,D,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,6,known,white pine,164739,J,4,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,7,unknown,reptile,200577,10,H,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,8,unknown,reptile,207314,10,F,2,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,9,unknown,reptile,233531,10,G,3,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,10,known,butterfly,243873,K,10,1,switch,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,11,known,chair,250781,E,2,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,12,unknown,blimp,282800,16,I,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,13,unknown,impatiens,309053,11,B,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,14,known,cup,314473,M,1,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,15,known,camomile,334773,L,7,1,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,16,known,camomile,342427,L,15,2,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,17,known,camomile,348722,L,9,3,standard,FALSE
1b,unknown first,97ef78fa738e9848dea4dee5ce49dff4,18,unknown,monoplane,381554,5,L,1,switch,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,3,known,flower,169293,L,I,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,4,known,cat,179629,B,M,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,5,known,dice,183412,H,J,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,6,known,crab,189460,N,G,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,7,known,shoe,192636,C,F,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,8,known,shoe,195589,C,A,2,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,9,known,shoe,200028,C,D,3,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,10,known,butterfly,217150,K,C,1,switch,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,11,unknown,sculptfute,240812,5,2,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,12,unknown,sculpture,244652,4,12,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,13,unknown,dropper,250644,10,9,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,14,unknown,accesory,259748,6,8,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,15,unknown,puzzle,265324,15,16,1,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,16,unknown,puzzle,271580,15,1,2,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,17,unknown,puzzle,276996,15,7,3,standard,FALSE
1a,known first,9b2ef6172144d273a485874f5376cc2d,18,unknown,sculpture,281501,3,15,1,switch,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,3,unknown,blimp,119315,16,F,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,4,known,cat,124409,B,12,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,5,unknown,not car,137605,11,I,1,standard,TRUE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,6,known,mug,142846,M,4,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,7,unknown,not butterfly,158397,5,K,1,standard,TRUE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,8,unknown,not shoe,163697,5,C,2,standard,TRUE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,9,unknown,not chair,170419,5,E,3,standard,TRUE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,10,known,flower,175125,L,5,1,switch,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,11,known,crab,181958,N,2,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,12,unknown,baster,190807,10,H,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,13,unknown,not pen,200117,6,D,1,standard,TRUE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,14,known,apple,205681,A,7,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,15,known,tree,210052,J,15,1,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,16,known,tree,214926,J,3,2,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,17,known,tree,219251,J,8,3,standard,FALSE
1b,unknown first,9bbdbee390307f0bd09ba3851cac390a,18,unknown,not tree,226148,9,J,1,switch,TRUE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,3,unknown,plane,287085,5,16,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,4,unknown,dna,293414,9,10,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,5,unknown,4 sticks,303578,4,3,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,6,unknown,black and white,314011,8,2,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,7,unknown,instrument,325569,12,6,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,8,unknown,instrumemt,331943,12,7,2,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,9,unknown,instrment,340523,12,11,3,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,10,unknown,box,348684,15,12,1,switch,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,11,known,cat,353498,B,G,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,12,known,pen,360331,D,A,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,13,known,shoes,365296,C,J,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,14,known,sunflower,372414,L,K,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,15,known,ring,377784,F,E,1,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,16,known,ring,382929,F,M,2,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,17,known,ring,388141,F,H,3,standard,FALSE
1a,unknown first,9ce3dd584a618de9507c605f3f48fbde,18,known,car,393444,I,F,1,switch,FALSE
1a,unknown first,9dce6a88f1713c26a5b8b0441223fac4,3,unknown,surfing,377471,7,2,1,standard,FALSE
1a,unknown first,9dce6a88f1713c26a5b8b0441223fac4,4,unknown,Blimp,394489,16,6,1,standard,FALSE
1a,unknown first,9dce6a88f1713c26a5b8b0441223fac4,5,unknown,metal,418077,15,3,1,standard,FALSE
1a,unknown first,9dce6a88f1713c26a5b8b0441223fac4,6,unknown,monoplane,433343,5,10,1,standard,FALSE
