rt,response,locator,time_elapsed,trial,distractor,target,type,id,file
9705.249999999069,weird doohicky,NA,161234,15,N,7,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
4899.420000030659,weird doohicky,NA,169240,16,E,7,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
5060.089999984484,tunnel,NA,175408,17,I,7,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
3785.9150000149384,shoe,NA,180808,18,7,C,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
3566.4799999794923,bird,NA,70081,1,practiceDistractor1,practiceTarget1,practice,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
4844.310000014957,plane,NA,75782,2,practiceDistractor2,practiceTarget2,practice,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2862.8850000095554,cat,NA,81377,3,4,B,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2825.714999984484,art,NA,86059,4,J,8,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
9158.830000029411,piece,NA,97073,5,G,3,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2882.67999998061,flower,NA,102062,6,7,L,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
3988.4799999999814,furniture,NA,107404,7,12,E,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2414.6400000317954,chair,NA,112425,8,2,E,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
1823.4349999693222,chair,NA,115354,9,16,E,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2867.4600000376813,art,NA,121330,10,E,5,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2635.0999999558553,art,NA,127070,11,N,11,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2235.0200000219047,dice,NA,130161,12,9,H,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
6651.270000031218,utensil,NA,139918,13,C,10,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2787.0299999485724,apple,NA,145310,14,1,A,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
7749.269999971148,puzzle,NA,156165,15,I,15,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2766.8999999877997,puzzle,NA,160037,16,F,15,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2276.6300000366755,puzzle,NA,165421,17,M,15,unknown,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2689.505000016652,pen,NA,170216,18,15,D,known,12,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3TVSS0C0E2P6CVX4TMF5RBHUKRMTW9.json
2434.0899996459484,bird,NA,81038,1,practiceDistractor1,practiceTarget1,practice,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1600.390000268817,plane,NA,84259,2,practiceDistractor2,practiceTarget2,practice,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1369.8499999009073,pen,NA,89187,3,1,D,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1630.1599997095764,toy,NA,92186,4,A,5,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
2691.9599999673665,not cat,NA,97993,5,B,7,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1462.7649998292327,shoe,NA,100324,6,12,C,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1162.7949997782707,car,NA,103354,7,11,I,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1592.5799999386072,car,NA,108069,8,3,I,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1840.1999999769032,car,NA,112529,9,9,I,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
5749.36500005424,not car,NA,119643,10,I,8,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
2773.829999845475,thing,NA,123785,11,J,6,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1958.710000384599,die,NA,128357,12,10,H,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
2234.2400001361966,toy,NA,133213,13,N,16,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1301.1750001460314,chair,NA,135377,14,2,E,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1935.724999755621,thibng,NA,138677,15,G,4,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1072.3700001835823,lskdfj,NA,140869,16,K,4,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1026.4650001190603,lkdjf,NA,144519,17,M,4,unknown,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
1537.3949999921024,ring,NA,147674,18,4,F,known,39,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3YGXWBAF716DHCC9XUEW79YZCCOC4O.json
3618.9500000327826,bird,NA,57239,1,practiceDistractor1,practiceTarget1,practice,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
4059.4099999871105,aeroplane,NA,63408,2,practiceDistractor2,practiceTarget2,practice,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
8618.405000073835,art,NA,75327,3,K,12,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
2940.140000078827,shoe,NA,80385,4,7,C,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
4047.524999943562,art,NA,86566,5,M,3,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
2572.1299999859184,cat,NA,91750,6,9,B,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
23907.780000008643,art,NA,117017,7,H,4,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
5278.460000059567,art,NA,123903,8,F,4,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
2906.965000089258,art,NA,128669,9,D,4,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
3138.0049999570474,tree,NA,132676,10,4,J,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
3525.599999935366,flower,NA,138311,11,8,L,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
3042.295000050217,at,NA,143477,12,A,10,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
4905.70999996271,bricks,NA,149990,13,I,15,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
2812.6449999399483,fork,NA,154415,14,6,G,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
3760.6249999953434,scorpion,NA,160805,15,5,N,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
4350.595000083558,scorpion,NA,168264,16,2,N,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
3974.44500005804,scorpion,NA,174864,17,11,N,known,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
2974.7600000118837,art,NA,179455,18,N,1,unknown,7,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-30OG32W0SV0E0I6TBQZNW642O5VNEM.json
8005.3850000258535,bird,NA,111484,1,practiceDistractor1,practiceTarget1,practice,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
7531.914999999572,plane,NA,122120,2,practiceDistractor2,practiceTarget2,practice,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
7801.880000042729,not car,NA,138587,3,I,7,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
2849.2350000306033,cat,NA,143040,4,6,B,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
8676.500000001397,not pen,NA,153320,5,D,16,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
5165.314999991097,butterfly,NA,160588,6,8,K,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
6245.439999969676,dog toy,NA,169437,7,L,1,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
9213.8949999935,not shoe,NA,180505,8,C,1,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
4241.150000016205,not chair,NA,186599,9,E,1,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
2963.9850000385195,cup,NA,192666,10,1,M,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
3081.2999999616295,crab,NA,198350,11,12,N,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
5057.98500002129,not dice,NA,206512,12,H,2,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
4607.530000037514,not apple,NA,214223,13,A,3,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
3232.8700000070967,fork,NA,219310,14,11,G,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
2111.225000000559,tree,NA,224525,15,5,J,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
2287.190000002738,tree,NA,228665,16,4,J,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
2306.2599999830127,tree,NA,234076,17,15,J,known,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
4853.450000053272,not tree,NA,239784,18,J,9,unknown,9,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/34R0BODSP1O7O92THOYZE59PJE85ED-3PM8NZGV8Z589FA2MNHWOPKE9MTXQS.json
4674.470000027213,bird,NA,68175,1,practiceDistractor1,practiceTarget1,practice,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
4185.4049999965355,plane,NA,73725,2,practiceDistractor2,practiceTarget2,practice,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
3498.7100000143982,blimp,NA,79406,3,I,16,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
3583.63000000827,apple,NA,84348,4,11,A,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
3792.1600000117905,thing,NA,88998,5,N,5,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2798.160000005737,die,NA,93407,6,9,H,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
5563.12499998603,spikes,NA,101578,7,F,4,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2678.299999970477,spikes,NA,105367,8,E,4,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2088.385000010021,spikes,NA,109314,9,L,4,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2043.4499999973923,mug,NA,113217,10,4,M,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2154.080000007525,shoe,NA,117481,11,1,C,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2910.749999980908,thing,NA,121248,12,G,7,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
3121.8700000317767,thing,NA,125728,13,B,2,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
2247.655000013765,butterfly,NA,129585,14,10,K,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
1548.5449999687262,pen,NA,131993,15,12,D,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
1532.535000005737,pen,NA,134632,16,15,D,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
1327.3150000022724,pen,NA,139064,17,8,D,known,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
1886.9399999966845,thing,NA,142560,18,D,3,unknown,2,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-34FNN24DCNY8GYHE7RFV9SWWFW15YU.json
7830.975000048056,bird,NA,95096,1,practiceDistractor1,practiceTarget1,practice,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
4295.05499987863,plane,NA,102007,2,practiceDistractor2,practiceTarget2,practice,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
13626.0150000453,blimp,NA,119886,3,H,16,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
3912.3449998442084,tree,NA,125662,4,8,J,known,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
18116.02000007406,rounded vase,NA,144894,5,M,2,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
3465.2700000442564,pen,NA,149471,6,11,D,known,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
11177.88999993354,the object with 3 points,NA,162014,7,B,9,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
7131.509999977425,object with 3 points,NA,170758,8,I,9,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
7008.51000007242,object with 3 points,NA,179629,9,N,9,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
4008.6900000460446,ring,NA,184502,10,9,F,known,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
3553.360000019893,shoe,NA,190670,11,10,C,known,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
4717.8700000513345,blocks,NA,198500,12,E,15,unknown,35,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastB/production-results/3NFWQRSHVE3XAKR9TV1W0KLELO1FGN-37TD41K0AIYWJXEKNVAE5CE5QSQSCA.json
