rt,response,time_elapsed,trial,distractor,target,type,id
5224.064999998518,not spiky,102270,13,L,E,unknown,22
17737.58000000089,rolling pin,121864,15,J,B,unknown,22
6198.669999997946,hole,129418,17,A,B,unknown,22
7814.839999999094,no handle,140337,19,NA,NA,NA,22
5207.745000003342,no handle,148652,21,NA,NA,NA,22
10978.189999997994,clear plastic,160735,23,NA,NA,NA,22
3841.4000000011583,clear plastic,166432,25,NA,NA,NA,22
11434.360000002926,saucer,179472,27,NA,NA,NA,22
3802.8099999974074,ring,184880,29,NA,NA,NA,22
2843.4050000032585,shoe,190329,31,NA,NA,NA,22
2801.4149999980873,chair,195735,33,NA,NA,NA,22
6122.289999999339,butterfly,203464,35,NA,NA,NA,22
3054.7399999995832,cat,208124,37,NA,NA,NA,22
2298.5850000004575,cat,211777,39,NA,NA,NA,22
2048.030000001745,cat,215180,41,NA,NA,NA,22
2612.8549999993993,car,220398,43,NA,NA,NA,22
6161.099999999351,bird,58495,1,practiceDistractor1,practiceTarget1,practice,11
9290.210000001025,art,70083,3,K,D,known,11
11257.100000000719,kl,83262,5,A,L,known,11
4750.884999999471,bird,96019,8,H,G,known,11
4749.535000000833,plane,101624,10,G,I,known,11
3390.8250000004045,pen,107994,13,11,5,unknown,11
2741.8849999994563,shoe,111840,15,8,2,unknown,11
3080.00500000162,flower,116525,17,6,2,unknown,11
1897.240000000238,tree,121527,19,NA,NA,NA,11
2947.599999999511,fork,126078,21,NA,NA,NA,11
2854.9100000000326,fork,130288,23,NA,NA,NA,11
2842.96999999971,fork,134486,25,NA,NA,NA,11
1776.8849999993108,car,138367,27,NA,NA,NA,11
6617.315000001341,ice thing,146839,29,NA,NA,NA,11
24899.745000000636,longer plastic toy,174843,31,NA,NA,NA,11
13349.2700000006,dumbbell,190798,33,NA,NA,NA,11
16657.825000000244,folded cross,208311,35,NA,NA,NA,11
6238.105000000389,vase,216154,37,NA,NA,NA,11
2093.9300000008952,vase,220102,39,NA,NA,NA,11
1852.1799999998475,vase,224058,41,NA,NA,NA,11
3229.274999999703,trophy,228643,43,NA,NA,NA,11
13249.48000000586,bird,43620,1,practiceDistractor1,practiceTarget1,practice,17
5852.8149999983725,art,59078,3,E,K,known,17
9821.78500000009,Marshall,79323,5,H,L,known,17
9018.210000002,bird,96355,8,D,A,known,17
48606.55499999848,aeroplane,145820,10,A,G,known,17
6327.785000001313,butterfly,157491,13,12,10,unknown,17
5280.754999999772,tree,165379,15,4,6,unknown,17
44672.41500000091,sunflower,211662,17,8,6,unknown,17
10398.629999996047,cat,223171,19,NA,NA,NA,17
9856.729999999516,fruit,235115,21,NA,NA,NA,17
18118.069999996806,fruit,254092,23,NA,NA,NA,17
5065.904999995837,apple,260268,25,NA,NA,NA,17
4643.875000001572,fork,266774,27,NA,NA,NA,17
7791.839999998047,slipper,277677,29,NA,NA,NA,17
4314.720000002126,wood,282851,31,NA,NA,NA,17
8997.105000002193,thread,294957,33,NA,NA,NA,17
7979.534999998577,wood,305050,35,NA,NA,NA,17
6115.784999994503,plastic,312788,37,NA,NA,NA,17
10208.344999999099,headphones,324355,39,NA,NA,NA,17
7471.770000003744,headphones,332692,41,NA,NA,NA,17
8943.440000002738,bottle,343206,43,NA,NA,NA,17
15028.190000000905,bird,77317,1,practiceDistractor1,practiceTarget1,practice,28
12728.989999999612,art,93033,3,11,10,known,28
7527.900000000955,JO,104068,5,2,9,known,28
7181.810000000041,bird,119254,8,4,12,known,28
6660.8350000005885,airplane,127018,10,12,8,known,28
24801.985000000073,round with handle,155072,13,B,C,unknown,28
12283.644999999495,3 pronged,169459,15,A,I,unknown,28
24400.46000000072,3  pronged,195715,17,F,I,unknown,28
8585.85999999923,crown,206158,19,NA,NA,NA,28
10405.349999999074,cymbals,218167,21,NA,NA,NA,28
14791.180000000168,cymbals,234813,23,NA,NA,NA,28
5776.825000000827,cymbals,241944,25,NA,NA,NA,28
8039.354999998963,not cymbals,253089,27,NA,NA,NA,28
4406.399999999849,fork,259600,29,NA,NA,NA,28
5934.175000000338,butterfly,266639,31,NA,NA,NA,28
4315.75500000146,shoe,272311,33,NA,NA,NA,28
4404.750000001513,pen,278072,35,NA,NA,NA,28
3904.849999998987,car,283082,37,NA,NA,NA,28
8704.07999999955,car,294390,39,NA,NA,NA,28
3607.6150000008056,car,300104,41,NA,NA,NA,28
4789.205000000948,chair,307998,43,NA,NA,NA,28
8440.875000000233,bird,77440,1,practiceDistractor1,practiceTarget1,practice,6
22587.60499999972,art,102865,3,11,8,known,6
15176.000000000378,Zoey,121081,5,9,12,known,6
7541.945000000851,Bird,136633,8,1,10,known,6
5098.680000000051,plane,143838,10,10,7,known,6
16392.095000000147,black and white,164463,13,G,D,unknown,6
6964.400000000751,longer one,172786,15,J,F,unknown,6
17886.51500000016,like a cymbal,193282,17,I,F,unknown,6
14144.96999999939,not the Y shaped one,210036,19,NA,NA,NA,6
17603.699999999662,one with a stick,229500,21,NA,NA,NA,6
20953.45499999984,not the trophy,252564,23,NA,NA,NA,6
9109.66499999995,the darker one,262534,25,NA,NA,NA,6
14067.785000000207,the lighter one,279208,27,NA,NA,NA,6
