mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,9,known,unknown,dice,171983,H,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,3,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,10,unknown,known,has three arms,195461,9,H,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,switch,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,11,unknown,unknown,spinning top,205738,12,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,12,unknown,unknown,four arms on a donut,222147,4,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,13,unknown,unknown,solid shape,231799,11,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,14,unknown,unknown,object on a stick,247333,10,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,15,unknown,unknown,long with five holes,259181,24,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,16,unknown,unknown,long with five holes,269188,24,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,2,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,17,unknown,unknown,long with holes,283721,24,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,3,standard,FALSE
known repeated,mixed first,ab0ade2afe1ed528db868f41d3d5652a,18,unknown,unknown,blocks,291013,15,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/34O39PNDK6XYMTO7449CGY80AN6BRX-3Z7ISHFUH1KR86AL1BOHZJFPYOD8ZO.json,1,switch,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,3,known,unknown,crab,194859,N,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,4,unknown,known,not the tree,207220,10,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,5,unknown,known,not the apple,217572,20,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,6,known,unknown,cup,226439,M,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,7,known,unknown,flower,233575,L,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,8,known,unknown,flower,240325,L,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,2,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,9,known,unknown,flower,246798,L,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,3,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,10,unknown,known,not the flower,255705,5,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,switch,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,11,unknown,unknown,not the dog toy,272153,6,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,12,unknown,unknown,dog toy,281671,1,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,13,unknown,unknown,spiky thing,298803,19,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,14,unknown,unknown,fat rocketship,316069,16,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,FALSE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,15,unknown,unknown,not the donut with antennae,335113,17,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,16,unknown,unknown,not the upside down U,364324,17,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,2,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,17,unknown,unknown,not the paddle board,375809,17,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,3,standard,TRUE
known repeated,mixed first,ad5ea4a04ae4f7bc2cf3e401742b0b6f,18,unknown,unknown,black and white abstract object,393533,8,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3W2LOLRXLC421GQV0JR73LMHK7OKRQ.json,1,switch,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,3,known,unknown,dice,162532,H,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,4,unknown,known,hat,170357,3,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,5,unknown,known,toy,181562,17,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,6,known,unknown,shoe,189421,C,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,7,known,unknown,chair,198437,E,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,8,known,unknown,chair,205350,E,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,2,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,9,known,unknown,chair,213915,E,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,3,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,10,unknown,known,round,225049,2,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,switch,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,11,unknown,unknown,claw,238183,27,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,12,unknown,unknown,holes,249376,24,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,13,unknown,unknown,holes,258356,18,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,14,unknown,unknown,bat,274118,10,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,15,unknown,unknown,pointy,286551,19,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,16,unknown,unknown,pointy,299985,19,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,2,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,17,unknown,unknown,pointy,309188,19,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,3,standard,FALSE
known repeated,mixed first,ada385b11fb9cfef4377d3b1672c3136,18,unknown,unknown,block,319927,11,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3GONHBMNHVN37BEV5ATYGHLTV3SZM2-3L6L49WXW1MSIR3UIKROT3SPV3F45C.json,1,switch,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,3,known,unknown,crab,285228,N,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,4,unknown,known,bead,325423,26,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,5,unknown,known,impatiens,356206,11,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,6,known,unknown,cat,367152,B,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,7,known,unknown,apple,376619,A,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,8,known,unknown,apple,387224,A,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,2,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,9,known,unknown,apple,396411,A,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,3,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,10,unknown,known,wire,432647,17,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,switch,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,11,unknown,unknown,monoplane,460826,5,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,12,unknown,unknown,puzzle,563656,15,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,13,unknown,unknown,joystick,597646,20,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,14,unknown,unknown,toys,611836,1,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,15,unknown,unknown,cnidaria,639037,19,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,16,unknown,unknown,cnidaria,658666,19,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,2,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,17,unknown,unknown,cnidaria,674792,19,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,3,standard,FALSE
known repeated,mixed first,af54ea602eded3b9482792e3cf6f9e2f,18,unknown,unknown,Home decor,705821,4,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3R2UR8A0IB55O3XM7APSZKPE5TJXOJ.json,1,switch,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,3,known,unknown,dice,572518,H,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,4,unknown,known,wood,598373,7,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,5,unknown,known,craft,622842,11,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,6,known,unknown,car,637336,I,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,7,known,unknown,flower,650049,J,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,8,known,unknown,flower,662232,J,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,2,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,9,known,unknown,flower,674850,J,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,3,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,10,unknown,known,iron,689744,5,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,switch,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,11,unknown,unknown,bell,708265,20,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,12,unknown,unknown,plastic,731360,8,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,13,unknown,unknown,plastic,742995,17,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,14,unknown,unknown,craft,757124,1,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,15,unknown,unknown,iron,773779,12,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,16,unknown,unknown,iron,783370,12,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,2,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,17,unknown,unknown,iron,794746,12,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,3,standard,FALSE
known repeated,mixed first,af98377d65b361f8a7663b33b5d1a717,18,unknown,unknown,cnidaria,847896,19,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3RWO3EJELHYCXIQ0PFCY5RVCNTR1PC-3TOK3KHVJU7B9ORVPXLU5LCQ304O7F.json,1,switch,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,3,known,unknown,cat,193366,B,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,4,unknown,known,not aware,209216,7,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,standard,TRUE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,5,unknown,known,bunches,225834,19,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,6,known,unknown,sunflower,240657,L,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,7,known,unknown,apple,253769,A,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,8,known,unknown,apple,267614,A,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,2,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,9,known,unknown,apple,301526,A,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,3,standard,FALSE
known repeated,mixed first,b24b50083dcec2a8af3f8cd2d8ea9519,10,unknown,known,bricks,315804,15,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/4/production-results/3KA7IJSNW6UDAG8SRC5NB38L95IBP5-3X4JMASXCNYD8J220TVZKM24ONLB04.json,1,switch,FALSE
